,doc_id,sentence_id,sentence_text,sno
99,-1974636276,21,"['This', 'value', 'is', 'a', 'decreasing', 'function', 'of', 'the', 'parameters', 'alpha', ',', 'beta', ',', 'gamma', 'and', 'delta', ',', 'which', 'are', 'the', 'infection', 'parameters', '.']",100
100,-1974636276,22,"['The', 'action', 'u', 'td', 'Th', '(', '1/4', ')', 'S', 'td', 'ThyS', 'td', 'Th', '(', '1/4', ')', 'S', 'td', 'Th', 'alphaI', 'th', 'betaD', 'th', 'gammaA', 'th', 'deltaD', 'd', 'Th', 'has', 'a', 'destabilizing', 'effect', 'on', 'the', 'IDART', 'subsystem', ',', 'which', 'would', 'be', 'stable', 'without', 'this', 'feedback', '.']",101
101,-1974636276,23,"['To', 'preserve', 'the', 'stability', 'of', 'the', 'IDART', 'subsystem', 'and', 'ensure', 'that', 'the', 'equilibrium', 'S', 'is', 'reached', ',', 'either', 'the', 'infection', 'coefficients', 'are', 'small', 'or', 'the', 'final', 'value', 'S', 'is', 'small', '.']",102
102,-1974636276,24,"['Defining', 'the', 'basic', 'reproduction', 'number', 'as', 'alpha', 'betaepsilon', 'gammazeta', 'deltaetaepsilon', 'deltazetatheta', '1', 'R0', ':(', '1/4', ')', 'S', '*', '(', '1/4', ')', 'd18Th', 'r1', 'th', 'r1r2', 'th', 'r1r3', 'th', 'r1r2r4', 'th', 'r1r3r4', 'we', 'have', 'that', 'stability', 'of', 'the', 'equilibrium', 'occurs', 'for', 'SR0', '<', '1', 'd19Th', ',', 'so', 'that', 'stability', 'occurs', 'for', 'At', 'the', 'outset', 'of', 'the', 'epidemic', 'we', 'have', 'S', ""'"", '1', 'I', 'R0', '<', '1', 'which', 'essentially', 'represents', 'an', 'immediate', 'recovery', 'with', 'no', 'large', 'involvement', 'of', 'the', 'population', '.']",103
103,-1974636276,25,"['Larger', 'values', 'of', 'R0', 'imply', 'a', 'strong', 'affection', 'of', 'the', 'population', 'according', 'to', 'equation', '(', '19', ')', '.']",104
104,-1974636276,26,"['We', 'can', 'provide', 'an', 'important', 'formula', 'that', 'relates', 'the', 'coefficient', 'R0', 'with', 'the', 'steady-state', 'value', 'S', '(', 'and', 'H', ',', 'E', ')', '.']",105
105,-1974636276,27,"[',', 'Proposition', '3', '.']",106
106,-1974636276,28,"['For', 'positive', 'initial', 'conditions', ',', 'the', 'limit', 'values', 'S', '(', '1/4', ')', 'lim', 'SdtTh', 't', '!']",107
107,-1974636276,29,"['1', 'are', 'given', 'by', 'I', 'H', '(', '1/4', ')', 'lim', 'and', 'E', '(', '1/4', ')', 'lim', 'HdtTh', 'EdtTh', 't', '!']",108
108,-1974636276,30,"['1', 't', '!']",109
109,-1974636276,31,"['1', 'i', 'i', 'd20Th', 'F0', 'th', 'R0', 's', '0d', 'th', 'S', 'D', 'th', '(', '1/4', ')', 'log', 's', '0d', 'th', 's', '.']",110
110,-1990816971,0,"['Extended', 'Data', 'Fig.', '10', '|', 'Sensitivity', 'analysis', 'with', 'respect', 'to', 'the', 'other', 'parameters', '.']",111
111,-1990816971,1,"['Sensitivity', 'analysis', 'showing', 'the', 'effect', 'of', 'varying', ',', 'after', 'day', '50', ':', 'the', 'worsening', 'coefficients', 'zeta', 'and', 'eta', 'leading', 'to', 'clinically', 'relevant', 'symptoms', ',', 'whose', 'nominal', 'values', 'are', 'zeta', '=', 'eta', '=0', '.0250', '(', 'row', 'a', ')', ';', 'the', 'worsening', 'coefficients', 'mu', 'and', 'nu', 'leading', 'to', 'life-threatening', 'symptoms', ',', 'whose', 'nominal', 'values', 'are', 'mu', '=0', '.0080', 'and', 'nu', '=', '0.0150', '(', 'row', 'b', ')', ';', 'the', 'healing', 'coefficient', 'lambda', ',', 'whose', 'nominal', 'value', 'is', 'lambda', '=0', '.0800', '(', 'row', 'c', ')', ';', 'the', 'healing', 'coefficients', 'rho', ',', 'kappa', ',', 'xi', 'and', 'sigma', ',', 'whose', 'nominal', 'values', 'are', 'rho', '=', 'kappa', '=', 'xi', '=', '0.0200', 'and', 'sigma', '=', '0.0100', '(', 'row', 'd', ')', ';', 'the', 'mortality', 'coefficient', 'tau', ',', 'whose', 'nominal', 'value', 'is', 'tau', '=', '0.0100', '(', 'row', 'e', ')', '.']",112
112,-1990816971,2,"['In', 'all', 'cases', ',', 'the', 'nominal', 'value', 'of', 'all', 'the', 'considered', 'parameters', 'is', 'multiplied', 'by', '0.5', ',', '0.8', ',', '1', ',', '1.2', ',', '2', ',', 'and', 'the', 'corresponding', 'evolution', 'of', 'the', 'model', 'variables', 'is', 'shown', '.']",113
113,-1990816971,3,"['Increasing', 'zeta', 'and', 'eta', 'decreases', 'the', 'final', 'number', 'of', 'infected', 'and', 'recovered', ',', 'but', 'also', 'increases', 'the', 'number', 'of', 'deaths', ';', 'the', 'number', 'of', 'symptomatic', 'and', 'life-threatening', 'infections', 'initially', 'increases', ',', 'to', 'decrease', 'afterwards', '.']",114
114,-1990816971,4,"['Increasing', 'mu', 'and', 'nu', 'decreases', 'the', 'final', 'number', 'of', 'infected', 'and', 'recovered', ',', 'but', 'also', 'increases', 'the', 'number', 'of', 'deaths', ';', 'the', 'number', 'of', 'life-threatening', 'infections', 'initially', 'increases', ',', 'to', 'decrease', 'afterwards', '.']",115
115,-1990816971,5,"['Increasing', 'lambda', ',', 'as', 'well', 'as', 'the', 'other', 'healing', 'parameters', ',', 'decreases', 'all', 'the', 'curves', ',', 'apart', 'from', 'the', 'curve', 'of', 'recovered', 'patients', ',', 'which', 'initially', 'increases', '(', 'due', 'to', 'a', 'higher', 'recovery', 'rate', ')', 'and', 'then', 'eventually', 'decreases', '(', 'due', 'to', 'less', 'infections', 'overall', ')', '.']",116
116,-1990816971,6,"['Increasing', 'tau', 'leaves', 'all', 'the', 'curves', 'almost', 'unaffected', ',', 'apart', 'from', 'the', 'curve', 'of', 'life-threatened', 'infected', 'that', 'is', 'decreased', ',', 'leading', 'to', 'a', 'small', 'decrease', 'in', 'the', 'curve', 'of', 'all', 'infected', 'cases', ',', 'the', 'curve', 'of', 'recovered', 'that', 'is', 'decreased', 'and', 'the', 'curve', 'of', 'deaths', 'that', 'is', 'increased', '.']",117
117,-2010047503,0,"['And', 'X(', 'Infinity', ')', '=', '0', ',', 'we', 'have', 'since', '_', 's', 'TD', 'th', '(', '1/4', ')', 's', 'TD', 'ThyS', 'TD', 'th', 'i', 'x', 'Phid', 'Thdphi', 'B', 's', 's', '0d', 'th', 'D', 'th', 'x', '0d', 'th', '(', '1/4', ')', 'FZ1', 'x', 'Phid', 'Thdphi', 'bZ1', '_', 's', 'Phid', 'Thdphi', '(', '1/4', ')', 'FZ1', '0', '0', '0', '.']",118
118,-2086197316,0,"['Hence', ',', 'the', 'current', 'adopted', 'lockdown', 'measures', 'are', 'vital', 'to', 'conrequired', '.']",119
119,-2086197316,1,"['Some', 'laboratories', 'are', 'moving', 'in', 'this', 'direction', ',', 'developtain', 'the', 'epidemic', 'and', 'cannot', 'be', 'relieved', '.']",120
120,-2086197316,2,"['Rather', ',', 'they', 'should', 'be', 'ing', 'a', '15', 'min', 'test', 'to', 'detect', 'SARS-CoV-2', 'immunoglobulins', 'IgM', 'and', 'even', 'more', 'restrictive', '.']",121
121,-2086197316,3,"['The', 'enforced', 'lockdown', 'could', 'be', 'mitigated', 'IgG', 'simultaneously', 'in', 'human', 'blood30', '.']",122
122,-2086197316,4,"['in', 'the', 'presence', 'of', 'widespread', 'testing', 'and', 'contact', 'tracing', ',', 'which', 'would', 'strongly', 'contribute', 'to', 'a', 'rapid', 'resolution', 'of', 'the', 'epidemic', '.']",123
123,-2086197316,5,"['infection', 'peak', '(', 'the', 'diagnosed', 'population', 'enters', 'quarantine', 'and', 'is', 'Distinguishing', 'between', 'diagnosed', 'and', 'non', 'diagnosed', 'cases', 'therefore', 'less', 'likely', 'to', 'affect', 'the', 'susceptible', 'population', ')', 'and', 'help', 'highlights', 'a', 'distortion', 'in', 'disease', 'statistics', '.']",124
124,-2086197316,6,"['The', 'discrepancy', 'between', 'end', 'the', 'epidemic', 'more', 'quickly28', '.']",125
125,-2086197316,7,"['Healthcare', 'workers', 'are', 'more', 'the', 'actual', 'CFR', '(', 'total', 'number', 'of', 'deaths', 'due', 'to', 'the', 'infection', ',', 'divided', 'likely', 'to', 'be', 'exposed', 'and', 'their', 'risk', 'of', 'infection', 'is', 'increased', ',', 'as', 'supby', 'the', 'total', 'number', 'of', 'infected', 'people', ')', 'and', 'the', 'perceived', 'CFR', 'ported', 'by', 'reports', 'from', 'China31', ',32', 'suggesting', 'that', 'disease', 'amplifica', '(', 'number', 'of', 'deaths', 'ascribed', 'to', 'the', 'infection', ',', 'divided', 'by', 'the', 'number', 'tion', 'in', 'healthcare', 'settings', 'will', 'occur', 'despite', 'restrictive', 'measures', '.']",126
126,-2086197316,8,"['of', 'people', 'diagnosed', 'as', 'infected', ')', 'can', 'be', 'quantified', ',', 'which', 'explains', 'the', 'gap', 'between', 'the', 'actual', 'infection', 'dynamics', 'and', 'perception', 'of', 'care', 'due', 'to', 'the', 'healthcare', 'system', 'reaching', 'or', 'even', 'surpassing', 'its', 'the', 'outbreak', '.']",127
127,-2086197316,9,"['Performing', 'an', 'insufficient', 'number', 'of', 'tests', 'underesticapacity33', '.']",128
128,-2086197316,10,"['These', 'analyses', 'can', 'only', 'be', 'done', 'indirectly', '.']",129
129,-2086197316,11,"['For', 'example', ',', 'when', 'the', 'number', 'of', 'seriously', 'affected', 'individuals', 'is', 'high', '(', 'above', 'mates', 'the', 'transmission', 'rate', 'and', 'overestimates', 'the', 'CFR', '.']",130
130,-2086197316,12,"['Our', 'model', 'a', 'threshold', ')', ',', 'the', 'mortality', 'coefficient', 'will', 'be', 'increased', 'due', 'to', 'an', 'can', 'predict', 'the', 'long-term', 'effects', 'of', 'underdiagnosis', '.']",131
131,-2086197316,13,"['insufficient', 'number', 'of', 'ICUs', '.']",132
132,-2086197316,14,"['Concerning', 'diagnostic', 'tests', 'for', 'COVID-19', ',', 'currently', ',', 'standard', 'molecular', 'methods', 'to', 'detect', 'the', 'presence', 'of', 'SARS-CoV-2', 'in', 'respiand', 'nature', ',', 'predicting', 'for', 'each', 'the', 'timing', 'and', 'magnitude', 'of', 'the', 'ratory', 'samples', 'are', 'based', 'on', 'non', 'specific', 'real-time', 'polymerase', 'epidemic', 'peak', ',', 'including', 'the', 'peak', 'of', 'ICU', 'admissions', '.']",133
133,-2086197316,15,"['According', 'chain', 'reaction', 'with', 'reverse', 'transcription', 'methods', ',', 'which', 'target', 'to', 'our', 'findings', ',', 'a', 'partial', 'implementation', 'of', 'lockdown', 'measures', 'RNA-dependent', 'RNA', 'polymerase', 'and', 'E', 'genes29', '.']",134
134,-2086197316,16,"['These', 'tests', 'are', 'results', 'in', 'a', 'delay', 'in', 'the', 'peak', 'of', 'infected', 'individuals', 'and', 'patients', 'time-consuming', 'and', 'cannot', 'be', 'done', 'on', 'all', 'susceptible', 'individuals', 'admitted', 'to', 'the', 'ICU', ',', 'contrasting', 'with', 'an', 'only', 'moderate', 'decrease', 'in', 'the', 'population', ';', 'high', 'false', 'negatives', 'rates', 'have', 'been', 'reported', 'and', 'in', 'the', 'total', 'number', 'of', 'infected', 'individuals', 'and', 'ICU', 'admissions', '.']",135
135,-2086197316,17,"['certified', 'laboratories', 'with', 'expensive', 'equipment', 'are', 'needed', '.']",136
136,-2086197316,18,"['Rapid', 'Conversely', ',', 'the', 'implementation', 'of', 'very', 'strong', 'social-distancing', 'tests', 'with', 'high', 'sensitivity', 'and', 'specificity', 'that', 'can', 'be', 'easily', 'adapted', 'to', 'real-life', 'settings', '(', 'schools', ',', 'airports', ',', 'train', 'stations', ')', 'are', 'urgently', 'strategies', 'would', 'result', 'in', 'an', 'anticipated', 'lower', 'peak', 'of', 'infected', 'required', '.']",137
137,-2086197316,19,"['Some', 'laboratories', 'are', 'moving', 'in', 'this', 'direction', ',', 'developing', 'a', '15', 'min', 'test', 'to', 'detect', 'SARS-CoV-2', 'immunoglobulins', 'IgM', 'and', 'IgG', 'simultaneously', 'in', 'human', 'blood30', '.']",138
138,-2086197316,20,"['Our', 'model', 'confirms', 'that', 'diagnosis', 'campaigns', 'can', 'reduce', 'the', 'infection', 'peak', '(', 'the', 'diagnosed', 'population', 'enters', 'quarantine', 'and', 'is', 'therefore', 'less', 'likely', 'to', 'affect', 'the', 'susceptible', 'population', ')', 'and', 'help', 'end', 'the', 'epidemic', 'more', 'quickly28', '.']",139
139,-2086197316,21,"['Healthcare', 'workers', 'are', 'more', 'likely', 'to', 'be', 'exposed', 'and', 'their', 'risk', 'of', 'infection', 'is', 'increased', ',', 'as', 'supported', 'by', 'reports', 'from', 'China31', ',32', 'suggesting', 'that', 'disease', 'amplification', 'in', 'healthcare', 'settings', 'will', 'occur', 'despite', 'restrictive', 'measures', '.']",140
140,-2086197316,22,"['The', 'model', 'does', 'not', 'consider', 'reduced', 'availability', 'of', 'medical', 'care', 'due', 'to', 'the', 'healthcare', 'system', 'reaching', 'or', 'even', 'surpassing', 'its', 'capacity33', '.']",141
141,-2086197316,23,"['These', 'analyses', 'can', 'only', 'be', 'done', 'indirectly', '.']",142
142,-2086197316,24,"['For', 'example', ',', 'when', 'the', 'number', 'of', 'seriously', 'affected', 'individuals', 'is', 'high', '(', 'above', 'a', 'threshold', ')', ',', 'the', 'mortality', 'coefficient', 'will', 'be', 'increased', 'due', 'to', 'an', 'insufficient', 'number', 'of', 'ICUs', '.']",143
143,-2086197316,25,"['We', 'compare', 'scenarios', 'with', 'control', 'measures', 'of', 'varying', 'strength', 'and', 'nature', ',', 'predicting', 'for', 'each', 'the', 'timing', 'and', 'magnitude', 'of', 'the', 'epidemic', 'peak', ',', 'including', 'the', 'peak', 'of', 'ICU', 'admissions', '.']",144
144,-2086197316,26,"['According', 'to', 'our', 'findings', ',', 'a', 'partial', 'implementation', 'of', 'lockdown', 'measures', 'results', 'in', 'a', 'delay', 'in', 'the', 'peak', 'of', 'infected', 'individuals', 'and', 'patients', 'admitted', 'to', 'the', 'ICU', ',', 'contrasting', 'with', 'an', 'only', 'moderate', 'decrease', 'in', 'the', 'total', 'number', 'of', 'infected', 'individuals', 'and', 'ICU', 'admissions', '.']",145
145,-2086197316,27,"['Conversely', ',', 'the', 'implementation', 'of', 'very', 'strong', 'social-distancing', 'strategies', 'would', 'result', 'in', 'an', 'anticipated', 'lower', 'peak', 'of', 'infected', '.']",146
146,-2094423892,0,"['n', 'a', 't', 'u', 'r', 'e', 'r', 'e', 's', 'e', 'a', 'r', 'c', 'h', '|', 'r', 'e', 'p', 'o', 'r', 't', 'i', 'n', 'g', 's', 'u', 'm', 'm', 'a', 'r', 'y', 'O', 'c', 't', 'o', 'b', 'e', 'r', '2', '0', '1', '8', '1', '.']",147
147,-31467637,0,"['Corresponding', 'author', '(', 's', ')', ':', 'Giulia', 'Giordano', '.']",148
148,-345087249,0,"['Extended', 'Data', 'Fig.', '4', '|', 'See', 'next', 'page', 'for', 'caption', '.']",149
149,-558877510,0,"['Extended', 'Data', 'Fig.', '9', '|', 'Sensitivity', 'analysis', 'with', 'respect', 'to', 'theta', '.']",150
150,-558877510,1,"['Sensitivity', 'analysis', 'showing', 'the', 'effect', 'of', 'varying', 'the', 'testing', 'coefficient', 'theta', ',', 'whose', 'nominal', 'value', 'is', 'theta', '=0', '.3705', ',', 'after', 'day', '50', '.']",151
151,-558877510,2,"['We', 'multiply', 'the', 'nominal', 'value', 'of', 'theta', 'by', '0.5', ',', '0.8', ',', '1', ',', '1.2', ',', '2', ',', 'and', 'show', 'the', 'corresponding', 'evolution', 'of', 'the', 'model', 'variables', '.']",152
152,-558877510,3,"['Panel', '(', 'a', ')', 'shows', 'the', 'variation', 'in', 'the', 'total', 'number', 'of', 'cases', ',', 'panel', '(', 'b', ')', 'in', 'the', 'number', 'of', 'recovered', 'individuals', '(', 'green', ')', 'and', 'deaths', '(', 'black', ')', ',', 'panel', '(', 'c', ')', 'in', 'the', 'total', 'number', 'of', 'currently', 'infected', 'individuals', ',', 'panels', '(', 'd', ')', '-', '(', 'h', ')', 'in', 'the', 'number', 'of', 'infected', 'in', 'different', 'categories', '.']",153
153,-558877510,4,"['Increasing', 'theta', 'decreases', 'all', 'the', 'curves', ',', 'but', 'the', 'sensitivity', 'is', 'smaller', 'than', 'with', 'respect', 'to', 'epsilon', '.']",154
154,-565002344,0,"['Extended', 'Data', 'Fig.', '7', '|', 'Sensitivity', 'analysis', 'with', 'respect', 'to', 'delta', '.']",155
155,-565002344,1,"['Sensitivity', 'analysis', 'showing', 'the', 'effect', 'of', 'varying', 'the', 'transmission', 'coefficient', 'delta', ',', 'whose', 'nominal', 'value', 'is', 'delta', '=0', '.0050', ',', 'after', 'day', '50', '.']",156
156,-565002344,2,"['We', 'multiply', 'the', 'nominal', 'value', 'of', 'delta', 'by', '0.5', ',', '0.8', ',', '1', ',', '1.2', ',', '2', ',', 'and', 'show', 'the', 'corresponding', 'evolution', 'of', 'the', 'model', 'variables', '.']",157
157,-565002344,3,"['Panel', '(', 'a', ')', 'shows', 'the', 'variation', 'in', 'the', 'total', 'number', 'of', 'cases', ',', 'panel', '(', 'b', ')', 'in', 'the', 'number', 'of', 'recovered', 'individuals', '(', 'green', ')', 'and', 'deaths', '(', 'black', ')', ',', 'panel', '(', 'c', ')', 'in', 'the', 'total', 'number', 'of', 'currently', 'infected', 'individuals', ',', 'panels', '(', 'd', ')', '-', '(', 'h', ')', 'in', 'the', 'number', 'of', 'infected', 'in', 'different', 'categories', '.']",158
158,-565002344,4,"['Increasing', 'delta', 'increases', 'all', 'the', 'curves', ',', 'although', 'the', 'sensitivity', 'is', 'smaller', 'than', 'with', 'respect', 'to', 'alpha', '.']",159
159,-642643456,0,"['Extended', 'Data', 'Fig.', '10', '|', 'See', 'next', 'page', 'for', 'caption', '.']",160
160,-651892022,0,['.'],161
161,-651892022,1,"['So', 'only', 'the', 'susceptible', ',', 'the', 'healed', 'and', 'the', 'deceased', 'with', 'S', 'th', 'H', 'th', 'E', '(', '1/4', ')', '1', 'I', 'populations', 'are', 'eventually', 'present', ',', 'meaning', 'that', 'the', 'epidemic', 'phenomenon', ',', 'with', 'is', 'over', '.']",162
162,-651892022,2,"['All', 'the', 'possible', 'Equilibria', 'are', 'given', 'by', 's', ';', '0', ';', '0', ';', '0', ';', '0', ';', '0', ';', 'H', ';', 'E', 'D', 'th', 'i', '.']",163
163,-651892022,3,"['S', 'th', 'H', 'th', 'E', '(', '1/4', ')', '1', 'I', 'To', 'understand', 'the', 'system', 'behavior', ',', 'we', 'partition', 'it', 'into', 'three', 'subsystems', ':', 'the', 'first', 'includes', 'just', 'variable', 'S', '(', 'corresponding', 'to', 'susceptible', 'individuals', ')', ',', 'the', 'second', 'includes', 'I', ',', 'D', ',', 'A', ',', 'R', 'and', 'T', '(', 'the', 'infected', 'individuals', ')', ',', 'which', 'are', 'non', 'zero', 'only', 'during', 'the', 'transient', ',', 'and', 'the', 'third', 'includes', 'variables', 'H', 'and', 'E', '(', 'representing', 'healed', 'and', 'defunct', ')', '.']",164
164,-651892022,4,"['We', 'focus', 'on', 'the', 'second', 'subsystem', ',', 'which', 'we', 'denote', 'the', 'IDART', 'subsystem', '.']",165
165,-651892022,5,"['An', 'important', 'observation', 'is', 'that', 'when', '(', 'and', 'only', 'when', ')', 'the', 'infected', 'individuals', 'I', '+', 'D', '+', 'A', '+', 'R', '+', 'T', 'are', 'zero', 'are', 'the', 'remaining', 'variables', 'S', ',', 'H', 'and', 'E', 'at', 'equilibrium', '.']",166
166,-651892022,6,"['Variables', 'H', 'and', 'E', '(', 'which', 'are', 'monotonically', 'increasing', ')', 'converge', 'to', 'their', 'asymptotic', 'values', 'H', 'and', 'E', ',', 'and', 'S', '(', 'which', 'is', 'monotonically', 'decreasing', ')', 'converges', 'to', 'S', 'if', 'and', 'only', 'if', 'I', ',', 'D', ',', 'A', ',', 'R', 'and', 'T', 'converge', 'to', 'zero', '.']",167
167,-651892022,7,"['The', 'overall', 'system', 'can', 'be', 'recast', 'in', 'a', 'feedback', 'structure', ',', 'where', 'the', 'IDART', 'subsystem', 'can', 'be', 'seen', 'as', 'a', 'positive', 'linear', 'system', 'subject', 'to', 'a', 'feedback', 'signal', 'u', 'as', 'follows', '.']",168
168,-651892022,8,"['Defining', 'x', '=', '[', 'I', 'D', 'A', 'R', 'T', ']', 'T', ',', 'we', 'can', 'rewrite', 'the', 'IDART', 'subsystem', 'as', '1', '0', '0', '0', '0', 'r1', 'epsilon', '0', '0', '0', '0', 'r2', 'zeta', '0', '0', '0', 'udtTh', 'd9Th', 'x', 'td', 'Th', 'th', '_', 'x', 'td', 'Th', '(', '1/4', ')', 'Fx', 'td', 'Th', 'th', 'bu', 'td', 'Th', '(', '1/4', ')', '0', 'r3', 'eta', 'theta', '0', '0', '0', 'r4', 'mu', 'nu', '0', '0', '0', 'r5', '37777775', '26666664', '37777775', '26666664', '.']",169
169,-705395381,0,"['Extended', 'Data', 'Fig.', '6', '|', 'Sensitivity', 'analysis', 'with', 'respect', 'to', 'gamma', '.']",170
170,-705395381,1,"['Sensitivity', 'analysis', 'showing', 'the', 'effect', 'of', 'varying', 'the', 'transmission', 'coefficient', 'gamma', ',', 'whose', 'nominal', 'value', 'is', 'gamma', '=0', '.11', ',', 'after', 'day', '50', '.']",171
171,-705395381,2,"['We', 'multiply', 'the', 'nominal', 'value', 'of', 'gamma', 'by', '0.5', ',', '0.8', ',', '1', ',', '1.2', ',', '2', ',', 'and', 'show', 'the', 'corresponding', 'evolution', 'of', 'the', 'model', 'variables', '.']",172
172,-705395381,3,"['Panel', '(', 'a', ')', 'shows', 'the', 'variation', 'in', 'the', 'total', 'number', 'of', 'cases', ',', 'panel', '(', 'b', ')', 'in', 'the', 'number', 'of', 'recovered', 'individuals', '(', 'green', ')', 'and', 'deaths', '(', 'black', ')', ',', 'panel', '(', 'c', ')', 'in', 'the', 'total', 'number', 'of', 'currently', 'infected', 'individuals', ',', 'panels', '(', 'd', ')', '-', '(', 'h', ')', 'in', 'the', 'number', 'of', 'infected', 'in', 'different', 'categories', '.']",173
173,-705395381,4,"['Increasing', 'gamma', 'increases', 'all', 'the', 'curves', ',', 'although', 'the', 'sensitivity', 'is', 'smaller', 'than', 'with', 'respect', 'to', 'alpha', 'and', 'beta', '.']",174
174,-724600717,0,"['Competing', 'interests', 'The', 'authors', 'declare', 'no', 'competing', 'interests', '.']",175
175,-731024835,0,"['Extended', 'Data', 'Fig.', '1', 'shows', 'how', 'the', 'situation', 'could', 'have', 'evolved', 'if', 'milder', 'or', 'stronger', 'measures', 'had', 'been', 'implemented', 'earlier', '.']",176
176,-731024835,1,"['The', 'curve', 'following', 'day', '22', 'shows', 'the', 'importance', 'and', 'effectiveness', 'of', 'a', 'prompt', 'lockdown', '.']",177
177,-731024835,2,"['The', 'actual', 'epidemic', 'evolution', 'corresponds', 'to', 'an', 'intermediate', 'scenario', ':', 'the', 'lockdown', 'measures', 'had', 'a', 'moderate', 'effect', ',', 'probably', 'due', 'to', 'their', 'incremental', 'nature', '.']",178
178,-731024835,3,"['We', 'predict', 'a', 'range', 'of', 'possible', 'future', 'scenarios', ',', 'with', 'different', 'measures', 'enforced', 'after', 'day', '50', '.']",179
179,-731024835,4,"['Figure', '3a', ',', 'b', 'shows', ',', 'if', 'the', 'lockdown', 'is', 'weakened', ',', 'a', 'sudden', 'and', 'strong', 'increase', 'of', 'the', 'spread', 'of', 'disease', ',', 'a', 'prolonged', 'emergency', 'and', 'more', 'deaths', '(', '0.12', '%', 'of', 'the', 'population', 'in', 'the', 'first', '350', 'days', ')', '.']",180
180,-731024835,5,"['Figure', '3c', ',', 'd', 'shows', 'the', 'benefits', 'of', 'stricter', 'lockdown', 'measures', ':', 'after', '350', 'days', ',', '0.41', '%', 'of', 'the', 'population', 'would', 'contract', 'the', 'virus', '(', '0.30', '%', 'diagnosed', ')', 'and', '0.04', '%', 'of', 'the', 'population', 'would', 'die', '.']",181
181,-731024835,6,"['A', 'policy', 'of', 'population-wide', 'testing', 'and', 'contact', 'tracing', 'would', 'help', 'to', 'rapidly', 'end', 'the', 'epidemic', ',', 'as', 'suggested', 'by', 'Peto28', '.']",182
182,-731024835,7,"['Figure', '4a', ',', 'b', 'shows', 'the', 'effect', 'of', 'such', 'measures', ':', 'the', 'peak', 'would', 'be', 'reached', 'sooner', 'and', ',', 'after', '350', 'days', ',', '0.43', '%', 'of', 'the', 'population', 'would', 'contract', 'the', 'virus', '(', '0.33', '%', 'diagnosed', ')', ',', 'with', 'an', 'estimated', '0.05', '%', 'dying', '.']",183
183,-731024835,8,"['Figure', '4c', ',', 'd', 'shows', 'the', 'effect', 'of', 'combining', 'a', 'milder', 'lockdown', 'with', 'widespread', 'testing', 'and', 'contact', 'tracing', ':', 'after', '350', 'days', ',', '0.52', '%', 'of', 'the', 'population', 'would', 'contract', 'the', 'virus', '(', '0.41', '%', 'diagnosed', ')', 'and', '0.05', '%', 'would', 'die', '.']",184
184,-781722361,0,"['Online', 'content', 'Any', 'methods', ',', 'additional', 'references', ',', 'Nature', 'Research', 'reporting', 'summaries', ',', 'source', 'data', ',', 'extended', 'data', ',', 'supplementary', 'information', ',', 'acknowledgements', ',', 'peer', 'review', 'information', ';', 'details', 'of', 'author', 'contributions', 'and', 'competing', 'interests', ';', 'and', 'statements', 'of', 'data', 'and', 'code', 'availability', 'are', 'available', 'at', 'https://doi.org/10.1038/s41591020-0883-7', '.']",185
185,-790819455,0,"['d4Th', '_', 'A', 'td', 'Th', '(', '1/4', ')', 'zetaI', 'td', 'Th', 'theta', 'th', 'mu', 'th', 'kappa', 'd', 'ThA', 'td', 'Th', '.']",186
186,-844894213,0,"['Extended', 'Data', 'Fig.', '5', '|', 'See', 'next', 'page', 'for', 'caption', '.']",187
187,-875640768,0,"['Publisher', ""'s"", 'note', 'Springer', 'Nature', 'remains', 'neutral', 'with', 'regard', 'to', 'jurisdictional', 'claims', 'in', 'published', 'maps', 'and', 'institutional', 'affiliations', '.']",188
188,-875640768,1,"['(', 'C', ')', 'The', 'author', '(', 'S', ')', ',', 'under', 'exclusive', 'licence', 'to', 'Springer', 'Nature', 'America', ',', 'Inc.', '2020', '.']",189
189,-950883277,0,"['Discussion', 'of', 'the', 'model', 'features', '.']",190
190,-950883277,1,"['The', 'key', 'feature', 'of', 'our', 'proposed', 'model', 'is', 'the', 'distinction', 'between', 'detected', 'and', 'undetected', 'infection', 'cases', ',', 'and', 'between', 'cases', 'with', 'different', 'SOI', 'classifications', '(', 'mild', 'and', 'moderate', 'versus', 'major', 'and', 'extreme', ')', '.']",191
191,-950883277,2,"['Distinguishing', 'between', 'diagnosed', 'and', 'not', 'diagnosed', 'cases', 'allows', 'us', 'to', 'highlight', 'the', 'perceived', 'distortion', 'in', 'disease', 'statistics', ',', 'such', 'as', 'the', 'number', 'of', 'infected', 'individuals', ',', 'the', 'transmission', 'rate', 'and', 'the', 'CFR', '(', 'the', 'ratio', 'between', 'the', 'number', 'of', 'deaths', 'ascribed', 'to', 'the', 'infection', 'and', 'the', 'number', 'of', 'diagnosed', 'cases', ')', '.']",192
192,-950883277,3,"['The', 'discrepancy', 'between', 'the', 'actual', 'CFR', '(', 'total', 'number', 'of', 'deaths', 'due', 'to', 'the', 'infection', ',', 'divided', 'by', 'the', 'total', 'number', 'of', 'people', 'who', 'have', 'been', 'infected', ')', 'and', 'the', 'perceived', 'CFR', '(', 'number', 'of', 'deaths', 'ascribed', 'to', 'the', 'infection', ',', 'divided', 'by', 'the', 'number', 'of', 'people', 'who', 'have', 'been', 'diagnosed', 'as', 'infected', ')', 'can', 'be', 'quantified', 'based', 'on', 'this', 'model', '.']",193
