,doc_id,sentence_id,sentence_text,raw_text,text,sno
78,-2084789527,12,"Various consequences of the spreading pattern of this double epidemic hypothesis are discussed in relation with the puzzling distribution of the disease in Mainland China , noticeably , in the huge difference witnessed between the situation in Beijing and in Shanghai ( both regions have tight and frequent contacts with Guangdong and Hong Kong ) .","Various consequences of the spreading pattern of this double epidemic hypothesis are discussed in relation with the puzzling distribution of the disease in Mainland China , noticeably , in the huge difference witnessed between the situation in Beijing and in Shanghai ( both regions have tight and frequent contacts with Guangdong and Hong Kong ) .","BMC Infectious Diseases 2003, 3 background infection level, that remained present in Guangdong for a long time and witnessed a slow decline in Hong Kong, on which superimposes sudden local outbreaks.
This pattern is difficult to reconcile with a standard epidemic pattern for reasons that have to be analyzed.
Many hypotheses can be put forward to account for this observation.
Learning from a set of coronavirus mediated epidemics that affected pigs in the 1983 -1985 [1] we chose to explore here the consequences of  a situation where  two overlapping epidemics interfere with each other.
The hypothesis of the double epidemic model for SARS we develop here is as follow.
It is based on the high mutation and  recombination rate of  coronaviruses [2], and on the observation that tissue tropism can be changed by  simple mutations [3].
There are two epidemics, one epidemic is SARS caused by  a coronavirus virus, call it virus A. Another epidemic, which may have appeared before SARS, is assumed to be extremely contagious because of the nature of the virus and of its relative innocuousness, could be propagated by contaminated food and soiled surfaces.
It could be caused by some coronavirus, call it virus B.
The most likely is that it would cause gastroenteritis (this fits with the observation that many people had diarrhoea for about one day, during this winter in Guangdong and in Hong Kong).
The most likely origin of virus A is a more or less complicated mutation or recombination event from virus B [4-6].
We also explore the possible situation where  viruses A and  B would be of totally different origin, but would cause an overlapping immune response of  the host.
Both epidemics would spread in parallel, and  it can be expected that the epidemic caused by virus B which is rather innocuous, protects against SARS (so that naive regions, not protected by the epidemic B can get SARS large outbreaks).
Various consequences of the spreading pattern of this double epidemic hypothesis are discussed in relation with the puzzling distribution of  the disease in Mainland China, noticeably, in the huge difference witnessed between the situation in Beijing and in Shanghai (both regions have tight and  frequent contacts with Guangdong and  Hong Kong).
As a side prediction of the model we can infer conclusions on the accuracy of  available epidemiological data.",79
79,-2084789527,13,As a side prediction of the model we can infer conclusions on the accuracy of available epidemiological data .,As a side prediction of the model we can infer conclusions on the accuracy of available epidemiological data .,"BMC Infectious Diseases 2003, 3 background infection level, that remained present in Guangdong for a long time and witnessed a slow decline in Hong Kong, on which superimposes sudden local outbreaks.
This pattern is difficult to reconcile with a standard epidemic pattern for reasons that have to be analyzed.
Many hypotheses can be put forward to account for this observation.
Learning from a set of coronavirus mediated epidemics that affected pigs in the 1983 -1985 [1] we chose to explore here the consequences of  a situation where  two overlapping epidemics interfere with each other.
The hypothesis of the double epidemic model for SARS we develop here is as follow.
It is based on the high mutation and  recombination rate of  coronaviruses [2], and on the observation that tissue tropism can be changed by  simple mutations [3].
There are two epidemics, one epidemic is SARS caused by  a coronavirus virus, call it virus A. Another epidemic, which may have appeared before SARS, is assumed to be extremely contagious because of the nature of the virus and of its relative innocuousness, could be propagated by contaminated food and soiled surfaces.
It could be caused by some coronavirus, call it virus B.
The most likely is that it would cause gastroenteritis (this fits with the observation that many people had diarrhoea for about one day, during this winter in Guangdong and in Hong Kong).
The most likely origin of virus A is a more or less complicated mutation or recombination event from virus B [4-6].
We also explore the possible situation where  viruses A and  B would be of totally different origin, but would cause an overlapping immune response of  the host.
Both epidemics would spread in parallel, and  it can be expected that the epidemic caused by virus B which is rather innocuous, protects against SARS (so that naive regions, not protected by the epidemic B can get SARS large outbreaks).
Various consequences of the spreading pattern of this double epidemic hypothesis are discussed in relation with the puzzling distribution of  the disease in Mainland China, noticeably, in the huge difference witnessed between the situation in Beijing and in Shanghai (both regions have tight and  frequent contacts with Guangdong and  Hong Kong).
As a side prediction of the model we can infer conclusions on the accuracy of  available epidemiological data.",80
80,-2088244276,0,We assume that two groups of infected individuals are introduced into a large population .,We assume that two groups of infected individuals are introduced into a large population .,"We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",81
81,-2088244276,1,One group is infected by virus A and the other group by virus B.,One group is infected by virus A and the other group by virus B.,"We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",82
82,-2088244276,2,One would like to describe the spread of the infection within the population as a function of time .,One would like to describe the spread of the infection within the population as a function of time .,"We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",83
83,-2088244276,3,"This will depend on a variety of circumstances , including the actual disease involved , but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions .","This will depend on a variety of circumstances , including the actual disease involved , but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions .","We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",84
84,-2088244276,4,"Assume both diseases which , after recovery , confers immunity ( which includes deaths : dead individuals are still counted ) .","Assume both diseases which , after recovery , confers immunity ( which includes deaths : dead individuals are still counted ) .","We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",85
85,-2088244276,5,We assume that there is no entry into or departure from the population .,We assume that there is no entry into or departure from the population .,"We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",86
86,-2088244276,6,The population can then be divided into six distinct classes .,The population can then be divided into six distinct classes .,"We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",87
87,-2088244276,7,"The class of Susceptibles , S , are those who can catch the disease A or disease B.","The class of Susceptibles , S , are those who can catch the disease A or disease B.","We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",88
88,-2088244276,8,"A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period , who are infected by disease A but not yet infectious .","A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period , who are infected by disease A but not yet infectious .","We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",89
89,-2088244276,9,"After the latent period ends , the individual enters the class I of .","After the latent period ends , the individual enters the class I of .","We assume that two groups of  infected individuals are introduced into a large population.
One group is infected by virus A and the other group by virus B.
One would like to describe the spread of the infection within the population as a function of time.
This will depend on a variety of circumstances, including the actual disease involved, but as a first attempt to model directly transmitted diseases we make some reasonable general assumptions.
Assume both diseases which, after recovery, confers immunity (which includes deaths: dead individuals are still counted).
We assume that there is no entry into or departure from the population.
The population can then be divided into six distinct classes.
The class of Susceptibles, S, are those who can catch the disease A or disease B.
A susceptible who catches the disease A first will enter the Exposed class E which includes those in the latent period, who are infected by  disease A but not yet infectious.
After the latent period ends, the individual enters the class I of  .",90
90,-2109603478,0,dI = 0 .,dI = 0 .,"dI = 0 .
It follows from the equation SIR-2 that the dt .",91
91,-2109603478,1,It follows from the equation SIR-2 that the dt .,It follows from the equation SIR-2 that the dt .,"dI = 0 .
It follows from the equation SIR-2 that the dt .",92
92,-275994445,0,May-1 May-3 May-5 May-7 May-9 May-11 April-21 April-23 April-25 April-27 April-29 .,May-1 May-3 May-5 May-7 May-9 May-11 April-21 April-23 April-25 April-27 April-29 .,May-1 May-3 May-5 May-7 May-9 May-11 April-21 April-23 April-25 April-27 April-29 .,93
93,-39576605,0,"( v ) The rate of removal of the people in class E to the infective class I is proportional to the number of people in class E , that is bE ( t ) , where b is a positive number .","( v ) The rate of removal of the people in class E to the infective class I is proportional to the number of people in class E , that is bE ( t ) , where b is a positive number .","(v) The rate of  removal of  the people in class E to the infective class I is proportional to the number of people in class E, that is bE(t), where b is a positive number.
It can be shown that the fraction of  people remaining in the exposed class E s time unit after entering class E is e-bs, so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1/b (c.f.
[11]).
0 infinityintegral (vi) The rate of  removal of  infectives in class I to the removed class R is proportional to the number of infectives in class I, that is aI(t), where  a is a positive number.
It can be shown that the fraction of  people remaining in the infective class I s time unit after entering class I is e-as, so the length of the infectious period is disinfinityintegral (vii) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP, that is aPIP(t), where aPis a positive number.",94
94,-39576605,1,"It can be shown that the fraction of people remaining in the exposed class E s time unit after entering class E is e-bs , so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1 / b ( c.f .","It can be shown that the fraction of people remaining in the exposed class E s time unit after entering class E is e-bs , so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1 / b ( c.f .","(v) The rate of  removal of  the people in class E to the infective class I is proportional to the number of people in class E, that is bE(t), where b is a positive number.
It can be shown that the fraction of  people remaining in the exposed class E s time unit after entering class E is e-bs, so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1/b (c.f.
[11]).
0 infinityintegral (vi) The rate of  removal of  infectives in class I to the removed class R is proportional to the number of infectives in class I, that is aI(t), where  a is a positive number.
It can be shown that the fraction of  people remaining in the infective class I s time unit after entering class I is e-as, so the length of the infectious period is disinfinityintegral (vii) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP, that is aPIP(t), where aPis a positive number.",95
95,-39576605,2,[ 11 ] ) .,[ 11 ] ) .,"(v) The rate of  removal of  the people in class E to the infective class I is proportional to the number of people in class E, that is bE(t), where b is a positive number.
It can be shown that the fraction of  people remaining in the exposed class E s time unit after entering class E is e-bs, so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1/b (c.f.
[11]).
0 infinityintegral (vi) The rate of  removal of  infectives in class I to the removed class R is proportional to the number of infectives in class I, that is aI(t), where  a is a positive number.
It can be shown that the fraction of  people remaining in the infective class I s time unit after entering class I is e-as, so the length of the infectious period is disinfinityintegral (vii) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP, that is aPIP(t), where aPis a positive number.",96
96,-39576605,3,"0 infinityintegral ( vi ) The rate of removal of infectives in class I to the removed class R is proportional to the number of infectives in class I , that is aI ( t ) , where a is a positive number .","0 infinityintegral ( vi ) The rate of removal of infectives in class I to the removed class R is proportional to the number of infectives in class I , that is aI ( t ) , where a is a positive number .","(v) The rate of  removal of  the people in class E to the infective class I is proportional to the number of people in class E, that is bE(t), where b is a positive number.
It can be shown that the fraction of  people remaining in the exposed class E s time unit after entering class E is e-bs, so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1/b (c.f.
[11]).
0 infinityintegral (vi) The rate of  removal of  infectives in class I to the removed class R is proportional to the number of infectives in class I, that is aI(t), where  a is a positive number.
It can be shown that the fraction of  people remaining in the infective class I s time unit after entering class I is e-as, so the length of the infectious period is disinfinityintegral (vii) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP, that is aPIP(t), where aPis a positive number.",97
97,-39576605,4,"It can be shown that the fraction of people remaining in the infective class I s time unit after entering class I is e-as , so the length of the infectious period is disinfinityintegral ( vii ) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP , that is aPIP ( t ) , where aPis a positive number .","It can be shown that the fraction of people remaining in the infective class I s time unit after entering class I is e-as , so the length of the infectious period is disinfinityintegral ( vii ) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP , that is aPIP ( t ) , where aPis a positive number .","(v) The rate of  removal of  the people in class E to the infective class I is proportional to the number of people in class E, that is bE(t), where b is a positive number.
It can be shown that the fraction of  people remaining in the exposed class E s time unit after entering class E is e-bs, so the length of the latent period is distributed exponentially with mean equals to e-bs ds = 1/b (c.f.
[11]).
0 infinityintegral (vi) The rate of  removal of  infectives in class I to the removed class R is proportional to the number of infectives in class I, that is aI(t), where  a is a positive number.
It can be shown that the fraction of  people remaining in the infective class I s time unit after entering class I is e-as, so the length of the infectious period is disinfinityintegral (vii) The rate of removal of people in infective class IP to the removal class RP is proportional to the number of people in class IP, that is aPIP(t), where aPis a positive number.",98
98,-40990696,0,Figure 11 Number of SARS cases per day in Inner Mongolia Number of SARS cases per day in Inner Mongolia .,Figure 11 Number of SARS cases per day in Inner Mongolia Number of SARS cases per day in Inner Mongolia .,Figure 11 Number of SARS cases per day in Inner Mongolia Number of SARS cases per day in Inner Mongolia.,99
99,-426779742,0,"Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March , 2003 to 10 May , 2003 ( source : Hong Kong SAR Government press release , http :/ /www.info .","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March , 2003 to 10 May , 2003 ( source : Hong Kong SAR Government press release , http :/ /www.info .","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",100
100,-426779742,1,gov.hk / dh / ap.htm ) .,gov.hk / dh / ap.htm ) .,"Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",101
101,-426779742,2,"The daily number of SARS cases are grouped into three categories : i ) the Amoy Gardens , ii ) the community , iii ) the hospital staff .","The daily number of SARS cases are grouped into three categories : i ) the Amoy Gardens , ii ) the community , iii ) the hospital staff .","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",102
102,-426779742,3,The graph dR can be considered as an approximation of .,The graph dR can be considered as an approximation of .,"Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",103
103,-426779742,4,The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.,The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.,"Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",104
104,-426779742,5,"In the SIR model once the I curve decreases , it will decrease to the zero value Therefore , the standard SIR model could not be used to model the outbreak of SARS in Hong Kong .","In the SIR model once the I curve decreases , it will decrease to the zero value Therefore , the standard SIR model could not be used to model the outbreak of SARS in Hong Kong .","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",105
105,-426779742,6,"If we take away those cases from the hospital staff and the Amoy Gardens Estate , that is if we only consider the cases from the community , then the graph looks closer to the general shape of a graph for a function I.","If we take away those cases from the hospital staff and the Amoy Gardens Estate , that is if we only consider the cases from the community , then the graph looks closer to the general shape of a graph for a function I.","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",106
106,-426779742,7,"However , it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range ( say 15 to 25 cases ) for a relatively long time interval .","However , it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range ( say 15 to 25 cases ) for a relatively long time interval .","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",107
107,-426779742,8,This motivated us to replace the SIR model by the SEIR model .,This motivated us to replace the SIR model by the SEIR model .,"Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",108
108,-426779742,9,"In this model there is a fixed period between exposure and becoming infectious , called latent period ( this is in fact the case for SARS and it is another reason why we consider the SEIR model ) .","In this model there is a fixed period between exposure and becoming infectious , called latent period ( this is in fact the case for SARS and it is another reason why we consider the SEIR model ) .","Figure 2 shows the daily new number of confirmed SARS cases in Hong Kong from 17 March, 2003 to 10 May, 2003 (source: Hong Kong SAR Government press release, http:/ /www.info.
ov.hk/dh/ap.htm).
The daily number of SARS cases are grouped into three categories: i) the Amoy Gardens, ii) the community, iii) the hospital staff.
The graph dR can be considered as an approximation of .
The graph dt has several peaks and it therefore looks very different from the general shape of the graph of the function I.
In the SIR model once the I curve decreases, it will decrease to the zero value Therefore, the standard SIR model could not be used to model the outbreak of SARS in Hong Kong.
If we take away those cases from the hospital staff and  the Amoy Gardens Estate, that is if we only consider the cases from the community, then the graph looks closer to the general shape of a graph for a function I.
However, it is still difficult for a general SIR model to produce a I curve whose values are within a narrow range (say 15 to 25 cases) for a relatively long time interval.
This motivated us to replace the SIR model by the SEIR model.
In this model there is a fixed period between exposure and  becoming infectious, called latent period (this is in fact the case for SARS and it is another reason why we consider the SEIR model).
Thus, rather than an exposed susceptible .",109
